受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2006/04/01,15,566500,198000,22500,7.15,5.66,5.66,5.66,7.26,7.26,7.26,7.26,7.26,7.26,,,,
2006/04/01,16,567000,190500,16500,7.09,5.66,5.66,5.66,7.25,7.25,7.25,7.25,7.25,7.25,,,,
2006/04/01,17,781000,188000,22000,8.18,8.50,8.50,8.50,8.12,8.12,8.12,8.12,8.12,8.12,,,,
2006/04/01,18,798500,183500,17500,8.10,7.78,7.78,7.78,8.10,8.10,8.10,8.10,8.10,8.10,,,,
2006/04/01,19,784000,214500,16500,8.50,8.50,8.50,8.50,8.16,8.16,8.16,8.16,8.16,8.16,,,,
2006/04/01,20,766000,255500,19000,8.60,8.60,8.60,8.60,8.17,8.17,8.17,8.17,8.17,8.17,,,,
2006/04/01,21,838000,297000,25500,8.70,8.60,8.60,8.60,9.48,9.48,9.48,9.48,9.48,9.48,,,,
2006/04/01,22,837500,304500,27000,8.70,8.60,8.60,8.60,9.25,9.25,9.25,9.25,9.25,9.25,,,,
2006/04/01,23,847000,309000,28000,8.70,8.60,8.60,8.60,9.07,9.07,9.07,9.07,9.07,9.07,,,,
2006/04/01,24,847000,309000,28000,8.70,8.60,8.60,8.60,8.90,8.90,8.90,8.90,8.90,8.90,,,,
2006/04/01,25,847500,305500,44500,8.50,8.51,8.51,8.51,8.43,8.43,8.43,8.43,8.43,8.43,,,,
2006/04/01,26,848000,305500,44500,8.51,8.51,8.51,8.51,8.22,8.22,8.22,8.22,8.22,8.22,,,,
2006/04/01,27,838000,311000,46000,8.50,8.51,8.51,8.51,8.48,8.48,8.48,8.48,8.48,8.48,,,,
2006/04/01,28,837500,313000,26500,8.50,8.51,8.51,8.51,8.30,8.30,8.30,8.30,8.30,8.30,,,,
2006/04/01,29,857500,288500,31500,8.49,8.51,8.51,8.51,8.27,8.27,8.27,8.27,8.27,8.27,,,,
2006/04/01,30,862500,288000,31500,8.48,8.51,8.51,8.51,8.21,8.21,8.21,8.21,8.21,8.21,,,,
2006/04/01,31,867500,283500,41500,8.30,8.51,8.51,8.51,8.10,8.10,8.10,8.10,8.10,8.10,,,,
2006/04/01,32,868000,281000,46500,8.22,8.51,8.51,8.51,8.10,8.10,8.10,8.10,8.10,8.10,,,,
2006/04/01,33,868000,302500,51500,8.17,8.51,8.51,8.51,8.10,8.10,8.10,8.10,8.10,8.10,,,,
2006/04/01,34,868500,300000,51000,8.15,8.51,8.51,8.51,8.05,8.05,8.05,8.05,8.05,8.05,,,,
2006/04/01,35,873500,278000,42000,8.49,8.60,8.60,8.60,7.99,7.99,7.99,7.99,7.99,7.99,,,,
2006/04/01,36,873500,275000,38500,8.49,8.60,8.60,8.60,8.05,8.05,8.05,8.05,8.05,8.05,,,,
2006/04/01,37,816500,285000,19000,8.51,8.60,8.60,8.60,8.16,8.16,8.16,8.16,8.16,8.16,,,,
2006/04/01,38,815000,281000,17000,8.60,8.60,8.60,8.60,8.20,8.20,8.20,8.20,8.20,8.20,,,,
2006/04/01,39,877500,275500,15000,8.51,8.51,8.51,8.51,8.58,8.58,8.58,8.58,8.58,8.58,,,,
2006/04/01,40,884000,261000,34500,8.51,8.51,8.51,8.51,8.57,8.57,8.57,8.57,8.57,8.57,,,,
2006/04/01,41,811000,238000,38000,8.42,8.51,8.51,8.51,8.34,8.34,8.34,8.34,8.34,8.34,,,,
2006/04/01,42,820500,218000,26500,8.22,8.50,8.50,8.50,8.20,8.20,8.20,8.20,8.20,8.20,,,,
2006/04/01,43,833500,212000,42500,7.93,8.50,8.50,8.50,7.90,7.90,7.90,7.90,7.90,7.90,,,,
2006/04/01,44,827500,207000,70000,7.90,8.50,8.50,8.50,7.90,7.90,7.90,7.90,7.90,7.90,,,,
2006/04/01,45,576500,278500,28000,7.18,5.66,5.66,5.66,7.37,7.37,7.37,7.37,7.37,7.37,,,,
2006/04/01,46,576500,288000,29500,7.13,5.66,5.66,5.66,7.22,7.22,7.22,7.22,7.22,7.22,,,,
2006/04/01,47,571500,284000,22000,7.13,5.68,5.68,5.68,7.29,7.29,7.29,7.29,7.29,7.29,,,,
2006/04/01,48,571500,290500,28500,7.27,7.50,7.50,7.50,7.23,7.23,7.23,7.23,7.23,7.23,,,,
2006/04/02,1,509000,289500,40500,7.25,8.49,8.49,8.49,7.21,7.21,7.21,7.21,7.21,7.21,,,,
2006/04/02,2,509500,213500,45500,7.18,8.48,8.48,8.48,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/02,3,509000,210000,30500,7.27,8.48,8.48,8.48,7.16,7.16,7.16,7.16,7.16,7.16,,,,
2006/04/02,4,509000,207500,30500,7.33,8.48,8.48,8.48,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/02,5,509000,206500,30500,7.37,8.48,8.48,8.48,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/02,6,509000,205000,30500,7.30,8.48,8.48,8.48,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/02,7,509000,204500,55000,7.16,8.14,8.14,8.14,7.16,7.16,7.16,7.16,7.16,7.16,,,,
2006/04/02,8,509000,204000,73000,7.10,8.14,8.14,8.14,7.04,7.04,7.04,7.04,7.04,7.04,,,,
2006/04/02,9,519500,203500,74500,7.00,7.67,7.67,7.67,6.94,6.94,6.94,6.94,6.94,6.94,,,,
2006/04/02,10,519500,204000,85000,7.01,7.67,7.67,7.67,6.84,6.84,6.84,6.84,6.84,6.84,,,,
2006/04/02,11,545000,205500,85500,7.00,8.14,8.14,8.14,6.83,6.83,6.83,6.83,6.83,6.83,,,,
2006/04/02,12,544500,207500,86000,7.01,8.14,8.14,8.14,6.83,6.83,6.83,6.83,6.83,6.83,,,,
2006/04/02,13,563500,213000,87500,7.06,7.67,7.67,7.67,6.89,6.89,6.89,6.89,6.89,6.89,,,,
2006/04/02,14,563500,217500,89000,7.06,7.67,7.67,7.67,6.89,6.89,6.89,6.89,6.89,6.89,,,,
2006/04/02,15,580500,220000,80500,7.07,8.48,8.48,8.48,6.89,6.89,6.89,6.89,6.89,6.89,,,,
2006/04/02,16,580500,213000,75500,7.00,8.00,8.00,8.00,6.95,6.95,6.95,6.95,6.95,6.95,,,,
2006/04/02,17,788000,312500,73000,7.27,8.49,8.49,8.49,7.26,7.26,7.26,7.26,7.26,7.26,,,,
2006/04/02,18,784500,320500,75500,7.41,8.40,8.40,8.40,7.41,7.41,7.41,7.41,7.41,7.41,,,,
2006/04/02,19,749500,381500,69000,7.69,8.49,8.49,8.49,7.63,7.63,7.63,7.63,7.63,7.63,,,,
2006/04/02,20,743500,411500,66000,7.94,8.49,8.49,8.49,7.76,7.76,7.76,7.76,7.76,7.76,,,,
2006/04/02,21,782500,442000,75500,8.48,10.21,10.21,10.21,8.02,8.02,8.02,8.02,8.02,8.02,,,,
2006/04/02,22,780500,441000,78500,8.49,10.21,10.21,10.21,8.09,8.09,8.09,8.09,8.09,8.09,,,,
2006/04/02,23,780000,473000,80000,8.49,10.21,10.21,10.21,8.15,8.15,8.15,8.15,8.15,8.15,,,,
2006/04/02,24,779500,475000,81000,8.49,10.21,10.21,10.21,8.15,8.15,8.15,8.15,8.15,8.15,,,,
2006/04/02,25,779000,424000,81500,8.49,10.21,10.21,10.21,7.97,7.97,7.97,7.97,7.97,7.97,,,,
2006/04/02,26,778500,425500,81500,8.49,10.21,10.21,10.21,7.90,7.90,7.90,7.90,7.90,7.90,,,,
2006/04/02,27,778500,412500,82500,8.49,10.06,10.06,10.06,8.12,8.12,8.12,8.12,8.12,8.12,,,,
2006/04/02,28,778000,414000,83000,8.49,10.06,10.06,10.06,8.12,8.12,8.12,8.12,8.12,8.12,,,,
2006/04/02,29,797500,414000,83000,8.49,9.73,9.73,9.73,7.89,7.89,7.89,7.89,7.89,7.89,,,,
2006/04/02,30,797500,413000,83000,8.49,9.73,9.73,9.73,8.16,8.16,8.16,8.16,8.16,8.16,,,,
2006/04/02,31,805000,412500,83500,8.49,9.73,9.73,9.73,8.18,8.18,8.18,8.18,8.18,8.18,,,,
2006/04/02,32,805500,411000,83000,8.49,9.73,9.73,9.73,8.13,8.13,8.13,8.13,8.13,8.13,,,,
2006/04/02,33,816000,460000,83000,8.49,10.21,10.21,10.21,8.22,8.22,8.22,8.22,8.22,8.22,,,,
2006/04/02,34,816500,456500,83000,8.49,10.21,10.21,10.21,8.10,8.10,8.10,8.10,8.10,8.10,,,,
2006/04/02,35,817000,454500,82000,8.49,10.21,10.21,10.21,8.01,8.01,8.01,8.01,8.01,8.01,,,,
2006/04/02,36,817500,453500,82000,8.49,10.21,10.21,10.21,8.08,8.08,8.08,8.08,8.08,8.08,,,,
2006/04/02,37,818500,465500,80500,8.73,10.21,10.21,10.21,8.62,8.62,8.62,8.62,8.62,8.62,,,,
2006/04/02,38,819000,461500,78500,8.83,10.21,10.21,10.21,8.72,8.72,8.72,8.72,8.72,8.72,,,,
2006/04/02,39,820000,453500,76500,8.72,10.21,10.21,10.21,8.61,8.61,8.61,8.61,8.61,8.61,,,,
2006/04/02,40,821000,445500,71500,8.49,9.00,9.00,9.00,8.39,8.39,8.39,8.39,8.39,8.39,,,,
2006/04/02,41,770000,411000,69000,8.33,8.49,8.49,8.49,8.17,8.17,8.17,8.17,8.17,8.17,,,,
2006/04/02,42,772500,393000,64000,8.11,8.49,8.49,8.49,7.96,7.96,7.96,7.96,7.96,7.96,,,,
2006/04/02,43,783000,388500,74500,7.60,8.40,8.40,8.40,7.60,7.60,7.60,7.60,7.60,7.60,,,,
2006/04/02,44,785500,365500,69500,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,,,,
2006/04/02,45,569000,308000,62500,7.10,5.56,5.56,5.56,7.13,7.13,7.13,7.13,7.13,7.13,,,,
2006/04/02,46,569000,294500,66000,7.00,5.56,5.56,5.56,7.03,7.03,7.03,7.03,7.03,7.03,,,,
2006/04/02,47,544000,281000,56000,7.07,5.56,5.56,5.56,7.08,7.08,7.08,7.08,7.08,7.08,,,,
2006/04/02,48,544000,286500,65500,7.16,8.48,8.48,8.48,7.11,7.11,7.11,7.11,7.11,7.11,,,,
2006/04/03,1,509000,289000,69500,7.04,7.06,7.06,7.06,6.98,6.98,6.98,6.98,6.98,6.98,,,,
2006/04/03,2,508500,207000,67500,7.00,7.06,7.06,7.06,6.94,6.94,6.94,6.94,6.94,6.94,,,,
2006/04/03,3,509500,204500,59500,7.08,7.67,7.67,7.67,7.02,7.02,7.02,7.02,7.02,7.02,,,,
2006/04/03,4,509500,202500,53000,7.19,7.67,7.67,7.67,7.13,7.13,7.13,7.13,7.13,7.13,,,,
2006/04/03,5,509000,201500,49500,7.25,7.67,7.67,7.67,7.19,7.19,7.19,7.19,7.19,7.19,,,,
2006/04/03,6,508500,201500,50000,7.25,7.67,7.67,7.67,7.19,7.19,7.19,7.19,7.19,7.19,,,,
2006/04/03,7,529500,200500,51000,7.13,8.49,8.49,8.49,7.08,7.08,7.08,7.08,7.08,7.08,,,,
2006/04/03,8,529500,201000,55000,7.04,8.49,8.49,8.49,6.99,6.99,6.99,6.99,6.99,6.99,,,,
2006/04/03,9,545500,202500,60000,6.99,8.49,8.49,8.49,6.92,6.92,6.92,6.92,6.92,6.92,,,,
2006/04/03,10,545500,201500,60000,6.94,8.49,8.49,8.49,6.86,6.86,6.86,6.86,6.86,6.86,,,,
2006/04/03,11,546000,203500,58500,6.97,8.49,8.49,8.49,6.89,6.89,6.89,6.89,6.89,6.89,,,,
2006/04/03,12,545500,204000,56000,7.00,8.49,8.49,8.49,6.96,6.96,6.96,6.96,6.96,6.96,,,,
2006/04/03,13,587000,210500,59500,7.22,7.50,7.50,7.50,7.18,7.18,7.18,7.18,7.18,7.18,,,,
2006/04/03,14,566500,206000,48500,7.53,7.20,7.20,7.20,7.57,7.57,7.57,7.57,7.57,7.57,,,,
2006/04/03,15,561500,187000,23000,7.91,7.00,7.00,7.00,11.57,11.57,11.57,11.57,11.57,11.57,,,,
2006/04/03,16,516000,173000,24500,8.39,5.56,5.56,5.56,11.57,11.57,11.57,11.57,11.57,11.57,,,,
2006/04/03,17,708500,225000,15500,8.78,8.51,8.51,8.51,8.78,8.78,8.78,8.78,8.78,8.78,,,,
2006/04/03,18,718000,253500,15500,9.01,8.51,8.51,8.51,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,19,678000,288500,22000,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,
2006/04/03,20,672500,341500,28000,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,,,,
2006/04/03,21,787500,371500,46500,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,,,,
2006/04/03,22,787000,381500,43000,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,,,,
2006/04/03,23,785500,386000,38500,11.20,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,24,777000,385000,38500,11.80,11.20,11.20,11.20,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,25,822000,325000,27000,10.18,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,26,822500,324500,27000,10.18,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,27,787000,396000,33000,12.00,10.18,10.18,10.18,13.91,13.91,13.91,13.91,13.91,13.91,,,,
2006/04/03,28,786000,396500,33500,12.00,10.18,10.18,10.18,13.91,13.91,13.91,13.91,13.91,13.91,,,,
2006/04/03,29,811500,396000,32500,12.00,10.18,10.18,10.18,13.91,13.91,13.91,13.91,13.91,13.91,,,,
2006/04/03,30,813000,393500,40000,12.00,11.50,11.50,11.50,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,31,792500,391500,39500,11.64,11.50,11.50,11.50,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,32,794000,389500,38500,11.64,11.20,11.20,11.20,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,33,784500,385500,38500,11.20,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,34,786500,380500,38000,10.18,10.18,10.18,10.18,11.80,11.80,11.80,11.80,11.80,11.80,,,,
2006/04/03,35,813000,368000,27000,10.18,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,36,820000,352500,22500,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,,,,
2006/04/03,37,701500,328000,22000,10.11,10.00,10.00,10.00,10.11,10.11,10.11,10.11,10.11,10.11,,,,
2006/04/03,38,704500,314000,22000,10.10,9.80,9.80,9.80,10.10,10.10,10.10,10.10,10.10,10.10,,,,
2006/04/03,39,804500,298000,10000,9.54,9.03,9.03,9.03,12.96,12.96,12.96,12.96,12.96,12.96,,,,
2006/04/03,40,809000,279000,8500,9.08,9.00,9.00,9.00,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,41,719000,245500,5000,9.00,8.51,8.51,8.51,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,42,714000,220500,5000,9.00,8.51,8.51,8.51,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,43,727000,240500,12500,9.00,8.51,8.51,8.51,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,44,718500,235000,12500,9.00,8.51,8.51,8.51,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/03,45,472500,310500,29500,9.82,9.82,9.82,9.82,11.57,11.57,11.57,11.57,11.57,11.57,,,,
2006/04/03,46,503000,314000,23500,8.05,5.94,5.94,5.94,8.09,8.09,8.09,8.09,8.09,8.09,,,,
2006/04/03,47,496500,313500,25000,8.05,7.50,7.50,7.50,8.09,8.09,8.09,8.09,8.09,8.09,,,,
2006/04/03,48,503500,314500,27500,8.02,8.48,8.48,8.48,7.93,7.93,7.93,7.93,7.93,7.93,,,,
2006/04/04,1,572500,324000,47000,7.75,8.00,8.00,8.00,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,2,572500,235000,45000,7.50,7.75,7.75,7.75,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,3,572500,232000,43500,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,4,572500,230000,42000,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,5,572500,227500,40500,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,6,572500,225500,40000,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,7,572500,224500,39000,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,8,572500,224000,38000,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,,,,
2006/04/04,9,572500,224500,40500,7.43,7.50,7.50,7.50,7.43,7.43,7.43,7.43,7.43,7.43,,,,
2006/04/04,10,573000,224000,42500,7.40,7.50,7.50,7.50,7.40,7.40,7.40,7.40,7.40,7.40,,,,
2006/04/04,11,573000,223500,43000,7.40,7.50,7.50,7.50,7.40,7.40,7.40,7.40,7.40,7.40,,,,
2006/04/04,12,573000,227500,44500,7.50,7.50,7.50,7.50,7.40,7.40,7.40,7.40,7.40,7.40,,,,
2006/04/04,13,571500,234000,42000,7.50,7.00,7.00,7.00,7.60,7.60,7.60,7.60,7.60,7.60,,,,
2006/04/04,14,564500,225000,28500,7.62,6.00,6.00,6.00,7.85,7.85,7.85,7.85,7.85,7.85,,,,
2006/04/04,15,566500,179500,37000,7.71,6.00,6.00,6.00,11.94,11.94,11.94,11.94,11.94,11.94,,,,
2006/04/04,16,516500,169500,42500,8.19,7.50,7.50,7.50,8.19,8.19,8.19,8.19,8.19,8.19,,,,
2006/04/04,17,748000,239000,17500,8.88,9.00,9.00,9.00,8.88,8.88,8.88,8.88,8.88,8.88,,,,
2006/04/04,18,760500,244000,16500,9.00,8.40,8.40,8.40,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,19,775000,293000,26500,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.10,,,,
2006/04/04,20,764500,346000,45500,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,,,,
2006/04/04,21,862500,381500,35000,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,22,870500,367500,41500,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,,,,
2006/04/04,23,875000,362000,40500,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,24,875500,382000,41000,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,25,888500,368000,33000,11.50,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,26,891000,365500,32000,11.50,10.18,10.18,10.18,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,27,879500,384000,44500,11.73,11.73,11.73,11.73,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,28,879500,386000,46000,11.73,11.73,11.73,11.73,12.11,12.11,12.11,12.11,12.11,12.11,,,,
2006/04/04,29,879000,386500,46000,11.73,11.73,11.73,11.73,12.11,12.11,12.11,12.11,12.11,12.11,,,,
2006/04/04,30,880000,384500,45000,11.73,11.73,11.73,11.73,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,31,881500,380500,44000,11.73,11.73,11.73,11.73,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,32,884500,377500,43500,11.73,11.50,11.50,11.50,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,33,885000,377000,48000,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,,,,
2006/04/04,34,871000,368500,38000,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,11.80,,,,
2006/04/04,35,843000,354000,32500,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,,,,
2006/04/04,36,848000,353500,38000,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,,,,
2006/04/04,37,765500,329500,31000,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,,,,
2006/04/04,38,768000,316500,30000,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,,,,
2006/04/04,39,869000,280000,19000,9.03,9.03,9.03,9.03,12.11,12.11,12.11,12.11,12.11,12.11,,,,
2006/04/04,40,873000,260000,13000,9.03,9.00,9.00,9.00,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,41,747000,229000,6000,9.00,8.49,8.49,8.49,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,42,783000,204500,6000,9.00,8.40,8.40,8.40,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,43,793000,224000,13500,9.00,8.33,8.33,8.33,12.00,12.00,12.00,12.00,12.00,12.00,,,,
2006/04/04,44,784500,221500,19000,8.78,8.78,8.78,8.78,8.78,8.78,8.78,8.78,8.78,8.78,,,,
2006/04/04,45,559000,312500,34500,8.03,7.00,7.00,7.00,8.17,8.17,8.17,8.17,8.17,8.17,,,,
2006/04/04,46,560000,316000,42500,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,,,,
2006/04/04,47,561000,318000,42000,7.88,7.75,7.75,7.75,7.98,7.98,7.98,7.98,7.98,7.98,,,,
2006/04/04,48,562500,319500,41500,7.93,7.50,7.50,7.50,7.93,7.93,7.93,7.93,7.93,7.93,,,,
2006/04/05,1,557000,283000,59000,7.55,8.48,8.48,8.48,7.39,7.39,7.39,7.39,7.39,7.39,,,,
2006/04/05,2,567000,193000,68000,7.50,8.48,8.48,8.48,7.18,7.18,7.18,7.18,7.18,7.18,,,,
2006/04/05,3,567500,184500,68000,7.40,8.48,8.48,8.48,7.18,7.18,7.18,7.18,7.18,7.18,,,,
2006/04/05,4,567000,181500,67000,7.29,8.20,8.20,8.20,7.18,7.18,7.18,7.18,7.18,7.18,,,,
2006/04/05,5,567500,176500,66500,7.28,8.00,8.00,8.00,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/05,6,567500,174500,65500,7.28,7.50,7.50,7.50,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/05,7,567500,172500,63500,7.17,7.50,7.50,7.50,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/05,8,567500,172000,63000,7.03,7.50,7.50,7.50,7.03,7.03,7.03,7.03,7.03,7.03,,,,
2006/04/05,9,567500,172000,63000,7.16,7.50,7.50,7.50,7.16,7.16,7.16,7.16,7.16,7.16,,,,
2006/04/05,10,567500,171500,62500,7.17,7.50,7.50,7.50,7.17,7.17,7.17,7.17,7.17,7.17,,,,
2006/04/05,11,567500,170500,62500,7.03,7.50,7.50,7.50,6.93,6.93,6.93,6.93,6.93,6.93,,,,
2006/04/05,12,567500,174500,63500,7.28,7.50,7.50,7.50,7.13,7.13,7.13,7.13,7.13,7.13,,,,
2006/04/05,13,566000,191000,63500,7.43,7.40,7.40,7.40,7.43,7.43,7.43,7.43,7.43,7.43,,,,
2006/04/05,14,564000,173000,54000,7.42,6.00,6.00,6.00,7.53,7.53,7.53,7.53,7.53,7.53,,,,
2006/04/05,15,561000,190000,63000,7.50,7.00,7.00,7.00,7.78,7.78,7.78,7.78,7.78,7.78,,,,
2006/04/05,16,511000,179500,68500,7.66,7.66,7.66,7.66,7.66,7.66,7.66,7.66,7.66,7.66,,,,
2006/04/05,17,660500,183000,63500,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,,,,
2006/04/05,18,671000,178500,64500,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,,,,
2006/04/05,19,584000,229000,38500,8.75,8.40,8.40,8.40,10.20,10.20,10.20,10.20,10.20,10.20,,,,
2006/04/05,20,570500,276000,47500,9.03,9.00,9.00,9.00,10.28,10.28,10.28,10.28,10.28,10.28,,,,
2006/04/05,21,661500,302500,37500,9.03,9.03,9.03,9.03,8.70,8.70,8.70,8.70,8.70,8.70,,,,
2006/04/05,22,670500,310000,39500,9.03,9.03,9.03,9.03,9.20,9.20,9.20,9.20,9.20,9.20,,,,
2006/04/05,23,674500,316500,40000,9.20,9.03,9.03,9.03,9.70,9.70,9.70,9.70,9.70,9.70,,,,
2006/04/05,24,678000,314000,37500,9.03,9.03,9.03,9.03,9.20,9.20,9.20,9.20,9.20,9.20,,,,
2006/04/05,25,590500,308500,35000,9.03,9.50,9.50,9.50,8.70,8.70,8.70,8.70,8.70,8.70,,,,
